S/N		Word	Frequency
2140		text	1
2141		text	1
2142		text	1
2143		text	1
2144		text	1
2145		text	1
2146		text	1
2147		text	1
2148		text	1
2149		text	1
2150		text	1
2151		text	1
2152		text	1
2153		text	1
2154		text	1
2155		text	1
2156		text	1
2157		text	1
2158		text	1
2159		text	1
2160		text	1
2161		text	1
2162		text	1
2163		text	1
2164		text	1
2165		text	1
2166		text	1
2167		text	1
2168		text	1
2169		text	1
2170		text	1
2171		text	1
2172		text	1
2173		text	1
2174		text	1
2175		text	1
2176		text	1
2177		text	1
2178		text	1
2179		text	1
2180		text	1
2181		text	1
2182		text	1
2183		text	1
2184		text	1
2185		text	1
2186		text	1
2187		text	1
2188		text	1
2189		text	1
2190		text	1
2191		text	1
2192		text	1
2193		text	1
2194		text	1
2195		text	1
2196		text	1
2197		text	1
2198		text	1
2199		text	1
2200		text	1
2201		text	1
2202		text	1
2203		text	1
2204		text	1
2205		text	1
2206		text	1
2207		text	1
2208		text	1
2209		text	1
2210		text	1
2211		text	1
2212		text	1
2213		text	1
2214		text	1
2215		text	1
2216		text	1
2217		text	1
2218		text	1
2219		text	1
2220		text	1
2221		text	1
2222		text	1
2223		text	1
2224		text	1
2225		text	1
2226		text	1
2227		text	1
2228		text	1
2229		text	1
2230		text	1
2231		text	1
2232		text	1
2233		text	1
2234		text	1
2235		text	1
2236		text	1
2237		text	1
2238		text	1
2239		text	1
2240		text	1
2241		text	1
2242		text	1
2243		text	1
2244		text	1
2245		text	1
2246		text	1
2247		text	1
2248		text	1
2249		text	1
2250		text	1
2251		text	1
2252		text	1
2253		text	1
2254		text	1
2255		text	1
2256		text	1
2257		text	1
2258		text	1
2259		text	1
2260		text	1
2261		text	1
2262		text	1
2263		text	1
2264		text	1
2265		text	1
2266		text	1
2267		text	1
2268		text	1
2269		text	1
2270		text	1
2271		text	1
2272		text	1
2273		text	1
2274		text	1
2275		text	1
2276		text	1
2277		text	1
2278		text	1
2279		text	1
2280		text	1
2281		text	1
2282		text	1
2283		text	1
2284		text	1
2285		text	1
2286		text	1
2287		text	1
2288		text	1
2289		text	1
2290		text	1
2291		text	1
2292		text	1
2293		text	1
2294		text	1
2295		text	1
2296		text	1
2297		text	1
2298		text	1
2299		text	1
2300		text	1
2301		text	1
2302		text	1
2303		text	1
2304		text	1
2305		text	1
2306		text	1
2307		text	1
2308		text	1
2309		text	1
2310		text	1
2311		text	1
2312		text	1
2313		text	1
2314		text	1
2315		text	1
2316		text	1
2317		text	1
2318		text	1
2319		text	1
2320		text	1
2321		text	1
2322		text	1
2323		text	1
2324		text	1
2325		text	1
2326		text	1
2327		text	1
2328		text	1
2329		text	1
2330		text	1
2331		text	1
2332		text	1
2333		text	1
2334		text	1
2335		text	1
2336		text	1
2337		text	1
2338		text	1
2339		text	1
2340		text	1
2341		text	1
2342		text	1
2343		text	1
2344		text	1
2345		text	1
2346		text	1
2347		text	1
2348		text	1
2349		text	1
2350		text	1
2351		text	1
2352		text	1
2353		text	1
2354		text	1
2355		text	1
2356		text	1
2357		text	1
2358		text	1
2359		text	1
2360		text	1
2361		text	1
2362		text	1
2363		text	1
2364		text	1
2365		text	1
2366		text	1
2367		text	1
2368		text	1
2369		text	1
2370		text	1
2371		text	1
2372		text	1
2373		text	1
2374		text	1
2375		text	1
2376		text	1
2377		text	1
2378		text	1
2379		text	1
2380		text	1
2381		text	1
2382		text	1
2383		text	1
2384		text	1
2385		text	1
2386		text	1
2387		text	1
2388		text	1
2389		text	1
2390		text	1
2391		text	1
2392		text	1
2393		text	1
2394		text	1
2395		text	1
2396		text	1
2397		text	1
2398		text	1
2399		text	1
2400		text	1
2401		text	1
2402		text	1
2403		text	1
2404		text	1
2405		text	1
2406		text	1
2407		text	1
2408		text	1
2409		text	1
2410		text	1
2411		text	1
2412		text	1
2413		text	1
2414		text	1
2415		text	1
2416		text	1
2417		text	1
2418		text	1
2419		text	1
2420		text	1
2421		text	1
2422		text	1
2423		text	1
2424		text	1
2425		text	1
2426		text	1
2427		text	1
2428		text	1
2429		text	1
2430		text	1
2431		text	1
2432		text	1
2433		text	1
2434		text	1
2435		text	1
2436		text	1
2437		text	1
2438		text	1
2439		text	1
2440		text	1
2441		text	1
2442		text	1
2443		text	1
2444		text	1
2445		text	1
2446		text	1
2447		text	1
2448		text	1
2449		text	1
2450		text	1
2451		text	1
2452		text	1
2453		text	1
2454		text	1
2455		text	1
2456		text	1
2457		text	1
2458		text	1
2459		text	1
2460		text	1
2461		text	1
2462		text	1
2463		text	1
2464		text	1
2465		text	1
2466		text	1
2467		text	1
2468		text	1
2469		text	1
2470		text	1
2471		text	1
2472		text	1
2473		text	1
2474		text	1
2475		text	1
2476		text	1
2477		text	1
2478		text	1
2479		text	1
2480		text	1
2481		text	1
2482		text	1
2483		text	1
2484		text	1
2485		text	1
2486		text	1
2487		text	1
2488		text	1
2489		text	1
2490		text	1
2491		text	1
2492		text	1
2493		text	1
2494		text	1
2495		text	1
2496		text	1
2497		text	1
2498		text	1
2499		text	1
2500		text	1
2501		text	1
2502		text	1
2503		text	1
2504		text	1
2505		text	1
2506		text	1
2507		text	1
2508		text	1
2509		text	1
2510		text	1
2511		text	1
2512		text	1
2513		text	1
2514		text	1
2515		text	1
2516		text	1
2517		text	1
2518		text	1
2519		text	1
2520		text	1
2521		text	1
2522		text	1
2523		text	1
2524		text	1
2525		text	1
2526		text	1
2527		text	1
2528		text	1
2529		text	1
2530		text	1
2531		text	1
2532		text	1
2533		text	1
2534		text	1
2535		text	1
2536		text	1
2537		text	1
2538		text	1
2539		text	1
2540		text	1
2541		text	1
2542		text	1
2543		text	1
2544		text	1
2545		text	1
2546		text	1
2547		text	1
2548		text	1
2549		text	1
2550		text	1
2551		text	1
2552		text	1
2553		text	1
2554		text	1
2555		text	1
2556		text	1
2557		text	1
2558		text	1
2559		text	1
2560		text	1
2561		text	1
2562		text	1
2563		text	1
2564		text	1
2565		text	1
2566		text	1
2567		text	1
2568		text	1
2569		text	1
2570		text	1
2571		text	1
2572		text	1
2573		text	1
2574		text	1
2575		text	1
2576		text	1
2577		text	1
2578		text	1
2579		text	1
2580		text	1
2581		text	1
2582		text	1
2583		text	1
2584		text	1
2585		text	1
2586		text	1
2587		text	1
2588		text	1
2589		text	1
2590		text	1
2591		text	1
2592		text	1
2593		text	1
2594		text	1
2595		text	1
2596		text	1
2597		text	1
2598		text	1
2599		text	1
2600		text	1
2601		text	1
2602		text	1
2603		text	1
2604		text	1
2605		text	1
2606		text	1
2607		text	1
2608		text	1
2609		text	1
2610		text	1
2611		text	1
2612		text	1
2613		text	1
2614		text	1
2615		text	1
2616		text	1
2617		text	1
2618		text	1
2619		text	1
2620		text	1
2621		text	1
2622		text	1
2623		text	1
2624		text	1
2625		text	1
2626		text	1
2627		text	1
2628		text	1
2629		text	1
2630		text	1
2631		text	1
2632		text	1
2633		text	1
2634		text	1
2635		text	1
2636		text	1
2637		text	1
2638		text	1
2639		text	1
2640		text	1
2641		text	1
2642		text	1
2643		text	1
2644		text	1
2645		text	1
2646		text	1
2647		text	1
2648		text	1
2649		text	1
2650		text	1
2651		text	1
2652		text	1
2653		text	1
2654		text	1
2655		text	1
2656		text	1
2657		text	1
2658		text	1
2659		text	1
2660		text	1
2661		text	1
2662		text	1
2663		text	1
2664		text	1
2665		text	1
2666		text	1
2667		text	1
2668		text	1
2669		text	1
2670		text	1
2671		text	1
2672		text	1
2673		text	1
2674		text	1
2675		text	1
2676		text	1
2677		text	1
2678		text	1
2679		text	1
2680		text	1
2681		text	1
2682		text	1
2683		text	1
2684		text	1
2685		text	1
2686		text	1
2687		text	1
2688		text	1
2689		text	1
2690		text	1
2691		text	1
2692		text	1
2693		text	1
2694		text	1
2695		text	1
2696		text	1
2697		text	1
2698		text	1
2699		text	1
2700		text	1
2701		text	1
2702		text	1
2703		text	1
2704		text	1
2705		text	1
2706		text	1
2707		text	1
2708		text	1
2709		text	1
2710		text	1
2711		text	1
2712		text	1
2713		text	1
2714		text	1
2715		text	1
2716		text	1
2717		text	1
2718		text	1
2719		text	1
2720		text	1
2721		text	1
2722		text	1
2723		text	1
2724		text	1
2725		text	1
2726		text	1
2727		text	1
2728		text	1
2729		text	1
2730		text	1
2731		text	1
2732		text	1
2733		text	1
2734		text	1
2735		text	1
2736		text	1
2737		text	1
2738		text	1
2739		text	1
2740		text	1
2741		text	1
2742		text	1
2743		text	1
2744		text	1
2745		text	1
2746		text	1
2747		text	1
2748		text	1
2749		text	1
2750		text	1
2751		text	1
2752		text	1
2753		text	1
2754		text	1
2755		text	1
2756		text	1
2757		text	1
2758		text	1
2759		text	1
2760		text	1
2761		text	1
2762		text	1
2763		text	1
2764		text	1
2765		text	1
2766		text	1
2767		text	1
2768		text	1
2769		text	1
2770		text	1
2771		text	1
2772		text	1
2773		text	1
2774		text	1
2775		text	1
2776		text	1
2777		text	1
2778		text	1
2779		text	1
2780		text	1
2781		text	1
2782		text	1
2783		text	1
2784		text	1
2785		text	1
2786		text	1
2787		text	1
2788		text	1
2789		text	1
2790		text	1
2791		text	1
2792		text	1
2793		text	1
2794		text	1
2795		text	1
2796		text	1
2797		text	1
2798		text	1
2799		text	1
2800		text	1
2801		text	1
2802		text	1
2803		text	1
2804		text	1
2805		text	1
2806		text	1
2807		text	1
2808		text	1
2809		text	1
2810		text	1
2811		text	1
2812		text	1
2813		text	1
2814		text	1
2815		text	1
2816		text	1
2817		text	1
2818		text	1
2819		text	1
2820		text	1
2821		text	1
2822		text	1
2823		text	1
2824		text	1
2825		text	1
2826		text	1
2827		text	1
2828		text	1
2829		text	1
2830		text	1
2831		text	1
2832		text	1
2833		text	1
2834		text	1
2835		text	1
2836		text	1
2837		text	1
2838		text	1
2839		text	1
2840		text	1
2841		text	1
2842		text	1
2843		text	1
2844		text	1
2845		text	1
2846		text	1
2847		text	1
2848		text	1
2849		text	1
2850		text	1
2851		text	1
2852		text	1
2853		text	1
2854		text	1
2855		text	1
2856		text	1
2857		text	1
2858		text	1
2859		text	1
2860		text	1
2861		text	1
2862		text	1
2863		text	1
2864		text	1
2865		text	1
2866		text	1
2867		text	1
2868		text	1
2869		text	1
2870		text	1
2871		text	1
2872		text	1
2873		text	1
2874		text	1
2875		text	1
2876		text	1
2877		text	1
2878		text	1
2879		text	1
2880		text	1
2881		text	1
2882		text	1
2883		text	1
2884		text	1
2885		text	1
2886		text	1
2887		text	1
2888		text	1
2889		text	1
2890		text	1
2891		text	1
2892		text	1
2893		text	1
2894		text	1
2895		text	1
2896		text	1
2897		text	1
2898		text	1
2899		text	1
2900		text	1
2901		text	1
2902		text	1
2903		text	1
2904		text	1
2905		text	1
2906		text	1
2907		text	1
2908		text	1
2909		text	1
2910		text	1
2911		text	1
2912		text	1
2913		text	1
2914		text	1
2915		text	1
2916		text	1
2917		text	1
2918		text	1
2919		text	1
2920		text	1
2921		text	1
2922		text	1
2923		text	1
2924		text	1
2925		text	1
2926		text	1
2927		text	1
2928		text	1
2929		text	1
2930		text	1
2931		text	1
2932		text	1
2933		text	1
2934		text	1
2935		text	1
2936		text	1
2937		text	1
2938		text	1
2939		text	1
2940		text	1
2941		text	1
2942		text	1
2943		text	1
2944		text	1
2945		text	1
2946		text	1
2947		text	1
2948		text	1
2949		text	1
2950		text	1
2951		text	1
2952		text	1
2953		text	1
2954		text	1
2955		text	1
2956		text	1
2957		text	1
2958		text	1
2959		text	1
2960		text	1
2961		text	1
2962		text	1
2963		text	1
2964		text	1
2965		text	1
2966		text	1
2967		text	1
2968		text	1
2969		text	1
2970		text	1
2971		text	1
2972		text	1
2973		text	1
2974		text	1
2975		text	1
2976		text	1
2977		text	1
2978		text	1
2979		text	1
2980		text	1
2981		text	1
2982		text	1
2983		text	1
2984		text	1
2985		text	1
2986		text	1
2987		text	1
2988		text	1
2989		text	1
2990		text	1
2991		text	1
2992		text	1
2993		text	1
2994		text	1
2995		text	1
2996		text	1
2997		text	1
2998		text	1
2999		text	1
3000		text	1
3001		text	1
3002		text	1
3003		text	1
3004		text	1
3005		text	1
3006		text	1
3007		text	1
3008		text	1
3009		text	1
3010		text	1
3011		text	1
3012		text	1
3013		text	1
3014		text	1
3015		text	1
3016		text	1
3017		text	1
3018		text	1
3019		text	1
3020		text	1
3021		text	1
3022		text	1
3023		text	1
3024		text	1
3025		text	1
3026		text	1
3027		text	1
3028		text	1
3029		text	1
3030		text	1
3031		text	1
3032		text	1
3033		text	1
3034		text	1
3035		text	1
3036		text	1
3037		text	1
3038		text	1
3039		text	1
3040		text	1
3041		text	1
3042		text	1
3043		text	1
3044		text	1
3045		text	1
3046		text	1
3047		text	1
3048		text	1
3049		text	1
3050		text	1
3051		text	1
3052		text	1
3053		text	1
3054		text	1
3055		text	1
3056		text	1
3057		text	1
3058		text	1
3059		text	1
3060		text	1
3061		text	1
3062		text	1
3063		text	1
3064		text	1
3065		text	1
3066		text	1
3067		text	1
3068		text	1
3069		text	1
3070		text	1
3071		text	1
3072		text	1
3073		text	1
3074		text	1
3075		text	1
3076		text	1
3077		text	1
3078		text	1
3079		text	1
3080		text	1
3081		text	1
3082		text	1
3083		text	1
3084		text	1
3085		text	1
3086		text	1
3087		text	1
3088		text	1
3089		text	1
3090		text	1
3091		text	1
3092		text	1
3093		text	1
3094		text	1
3095		text	1
3096		text	1
3097		text	1
3098		text	1
3099		text	1
3100		text	1
3101		text	1
3102		text	1
3103		text	1
3104		text	1
3105		text	1
3106		text	1
3107		text	1
3108		text	1
3109		text	1
3110		text	1
3111		text	1
3112		text	1
3113		text	1
3114		text	1
3115		text	1
3116		text	1
3117		text	1
3118		text	1
3119		text	1
3120		text	1
3121		text	1
3122		text	1
3123		text	1
3124		text	1
3125		text	1
3126		text	1
3127		text	1
3128		text	1
3129		text	1
3130		text	1
3131		text	1
3132		text	1
3133		text	1
3134		text	1
3135		text	1
3136		text	1
3137		text	1
3138		text	1
3139		text	1
3140		text	1
3141		text	1
3142		text	1
3143		text	1
3144		text	1
3145		text	1
3146		text	1
3147		text	1
3148		text	1
3149		text	1
3150		text	1
3151		text	1
3152		text	1
3153		text	1
3154		text	1
3155		text	1
3156		text	1
3157		text	1
3158		text	1
3159		text	1
3160		text	1
3161		text	1
3162		text	1
3163		text	1
3164		text	1
3165		text	1
3166		text	1
3167		text	1
3168		text	1
3169		text	1
3170		text	1
3171		text	1
3172		text	1
3173		text	1
3174		text	1
3175		text	1
3176		text	1
3177		text	1
3178		text	1
3179		text	1
3180		text	1
3181		text	1
3182		text	1
3183		text	1
3184		text	1
3185		text	1
3186		text	1
3187		text	1
3188		text	1
3189		text	1
3190		text	1
3191		text	1
3192		text	1
3193		text	1
3194		text	1
3195		text	1
3196		text	1
3197		text	1
3198		text	1
3199		text	1
3200		text	1
3201		text	1
3202		text	1
3203		text	1
3204		text	1
3205		text	1
3206		text	1
3207		text	1
3208		text	1
3209		text	1
3210		text	1
3211		text	1
3212		text	1
3213		text	1
3214		text	1
3215		text	1
3216		text	1
3217		text	1
3218		text	1
3219		text	1
3220		text	1
3221		text	1
3222		text	1
3223		text	1
3224		text	1
3225		text	1
3226		text	1
3227		text	1
3228		text	1
3229		text	1
3230		text	1
3231		text	1
3232		text	1
3233		text	1
3234		text	1
3235		text	1
3236		text	1
3237		text	1
3238		text	1
3239		text	1
3240		text	1
3241		text	1
3242		text	1
3243		text	1
3244		text	1
3245		text	1
3246		text	1
3247		text	1
3248		text	1
3249		text	1
3250		text	1
3251		text	1
3252		text	1
3253		text	1
3254		text	1
3255		text	1
3256		text	1
3257		text	1
3258		text	1
3259		text	1
3260		text	1
3261		text	1
3262		text	1
3263		text	1
3264		text	1
3265		text	1
3266		text	1
3267		text	1
3268		text	1
3269		text	1
3270		text	1
3271		text	1
3272		text	1
3273		text	1
3274		text	1
3275		text	1
3276		text	1
3277		text	1
3278		text	1
3279		text	1
3280		text	1
3281		text	1
3282		text	1
3283		text	1
3284		text	1
3285		text	1
3286		text	1
3287		text	1
3288		text	1
3289		text	1
3290		text	1
3291		text	1
3292		text	1
3293		text	1
3294		text	1
3295		text	1
3296		text	1
3297		text	1
3298		text	1
3299		text	1
3300		text	1
3301		text	1
3302		text	1
3303		text	1
3304		text	1
3305		text	1
3306		text	1
3307		text	1
3308		text	1
3309		text	1
3310		text	1
3311		text	1
3312		text	1
3313		text	1
3314		text	1
3315		text	1
3316		text	1
3317		text	1
3318		text	1
3319		text	1
3320		text	1
3321		text	1
3322		text	1
3323		text	1
3324		text	1
3325		text	1
3326		text	1
3327		text	1
3328		text	1
3329		text	1
3330		text	1
3331		text	1
3332		text	1
3333		text	1
3334		text	1
3335		text	1
3336		text	1
3337		text	1
3338		text	1
3339		text	1
3340		text	1
3341		text	1
3342		text	1
3343		text	1
3344		text	1
3345		text	1
3346		text	1
3347		text	1
3348		text	1
3349		text	1
3350		text	1
3351		text	1
3352		text	1
3353		text	1
3354		text	1
3355		text	1
3356		text	1
3357		text	1
3358		text	1
3359		text	1
3360		text	1
3361		text	1
3362		text	1
3363		text	1
3364		text	1
3365		text	1
3366		text	1
3367		text	1
3368		text	1
3369		text	1
3370		text	1
3371		text	1
3372		text	1
3373		text	1
3374		text	1
3375		text	1
3376		text	1
3377		text	1
3378		text	1
3379		text	1
3380		text	1
3381		text	1
3382		text	1
3383		text	1
3384		text	1
3385		text	1
3386		text	1
3387		text	1
3388		text	1
3389		text	1
3390		text	1
3391		text	1
3392		text	1
3393		text	1
3394		text	1
3395		text	1
3396		text	1
3397		text	1
3398		text	1
3399		text	1
3400		text	1
3401		text	1
3402		text	1
3403		text	1
3404		text	1
3405		text	1
3406		text	1
3407		text	1
3408		text	1
3409		text	1
3410		text	1
3411		text	1
3412		text	1
3413		text	1
3414		text	1
3415		text	1
3416		text	1
3417		text	1
3418		text	1
3419		text	1
3420		text	1
3421		text	1
3422		text	1
3423		text	1
3424		text	1
3425		text	1
3426		text	1
3427		text	1
3428		text	1
3429		text	1
3430		text	1
3431		text	1
3432		text	1
3433		text	1
3434		text	1
3435		text	1
3436		text	1
3437		text	1
3438		text	1
3439		text	1
3440		text	1
3441		text	1
3442		text	1
3443		text	1
3444		text	1
3445		text	1
3446		text	1
3447		text	1
3448		text	1
3449		text	1
3450		text	1
3451		text	1
3452		text	1
3453		text	1
3454		text	1
3455		text	1
3456		text	1
3457		text	1
3458		text	1
3459		text	1
3460		text	1
3461		text	1
3462		text	1
3463		text	1
3464		text	1
3465		text	1
3466		text	1
3467		text	1
3468		text	1
3469		text	1
3470		text	1
3471		text	1
3472		text	1
3473		text	1
3474		text	1
3475		text	1
3476		text	1
3477		text	1
3478		text	1
3479		text	1
3480		text	1
3481		text	1
3482		text	1
3483		text	1
3484		text	1
3485		text	1
3486		text	1
3487		text	1
3488		text	1
3489		text	1
3490		text	1
3491		text	1
3492		text	1
3493		text	1
3494		text	1
3495		text	1
3496		text	1
3497		text	1
3498		text	1
3499		text	1
3500		text	1
3501		text	1
3502		text	1
3503		text	1
3504		text	1
3505		text	1
3506		text	1
3507		text	1
3508		text	1
3509		text	1
3510		text	1
3511		text	1
3512		text	1
3513		text	1
3514		text	1
3515		text	1
3516		text	1
3517		text	1
3518		text	1
3519		text	1
3520		text	1
3521		text	1
3522		text	1
3523		text	1
3524		text	1
3525		text	1
3526		text	1
3527		text	1
3528		text	1
3529		text	1
3530		text	1
3531		text	1
3532		text	1
3533		text	1
3534		text	1
3535		text	1
3536		text	1
3537		text	1
3538		text	1
3539		text	1
3540		text	1
3541		text	1
3542		text	1
3543		text	1
3544		text	1
3545		text	1
3546		text	1
3547		text	1
3548		text	1
3549		text	1
3550		text	1
3551		text	1
3552		text	1
3553		text	1
3554		text	1
3555		text	1
3556		text	1
3557		text	1
3558		text	1
3559		text	1
3560		text	1
3561		text	1
3562		text	1
3563		text	1
3564		text	1
3565		text	1
3566		text	1
3567		text	1
3568		text	1
3569		text	1
3570		text	1
3571		text	1
3572		text	1
3573		text	1
3574		text	1
3575		text	1
3576		text	1
3577		text	1
3578		text	1
3579		text	1
3580		text	1
3581		text	1
3582		text	1
3583		text	1
3584		text	1
3585		text	1
3586		text	1
3587		text	1
3588		text	1
3589		text	1
3590		text	1
3591		text	1
3592		text	1
3593		text	1
3594		text	1
3595		text	1
3596		text	1
3597		text	1
3598		text	1
3599		text	1
3600		text	1
3601		text	1
3602		text	1
3603		text	1
3604		text	1
3605		text	1
3606		text	1
3607		text	1
3608		text	1
3609		text	1
3610		text	1
3611		text	1
3612		text	1
3613		text	1
3614		text	1
3615		text	1
3616		text	1
3617		text	1
3618		text	1
3619		text	1
3620		text	1
3621		text	1
3622		text	1
3623		text	1
3624		text	1
3625		text	1
3626		text	1
3627		text	1
3628		text	1
3629		text	1
3630		text	1
3631		text	1
3632		text	1
3633		text	1
3634		text	1
3635		text	1
3636		text	1
3637		text	1
3638		text	1
3639		text	1
3640		text	1
3641		text	1
3642		text	1
3643		text	1
3644		text	1
3645		text	1
3646		text	1
3647		text	1
3648		text	1
3649		text	1
3650		text	1
3651		text	1
3652		text	1
3653		text	1
3654		text	1
3655		text	1
3656		text	1
3657		text	1
3658		text	1
3659		text	1
3660		text	1
3661		text	1
3662		text	1
3663		text	1
3664		text	1
3665		text	1
3666		text	1
3667		text	1
3668		text	1
3669		text	1
3670		text	1
3671		text	1
3672		text	1
3673		text	1
3674		text	1
3675		text	1
3676		text	1
3677		text	1
3678		text	1
3679		text	1
3680		text	1
3681		text	1
3682		text	1
3683		text	1
3684		text	1
3685		text	1
3686		text	1
3687		text	1
3688		text	1
3689		text	1
3690		text	1
3691		text	1
3692		text	1
3693		text	1
3694		text	1
3695		text	1
3696		text	1
3697		text	1
3698		text	1
3699		text	1
3700		text	1
3701		text	1
3702		text	1
3703		text	1
3704		text	1
3705		text	1
3706		text	1
3707		text	1
3708		text	1
3709		text	1
3710		text	1
3711		text	1
3712		text	1
3713		text	1
3714		text	1
3715		text	1
3716		text	1
3717		text	1
3718		text	1
3719		text	1
3720		text	1
3721		text	1
3722		text	1
3723		text	1
3724		text	1
3725		text	1
3726		text	1
3727		text	1
3728		text	1
3729		text	1
3730		text	1
3731		text	1
3732		text	1
3733		text	1
3734		text	1
3735		text	1
3736		text	1
3737		text	1
3738		text	1
3739		text	1
3740		text	1
3741		text	1
3742		text	1
3743		text	1
3744		text	1
3745		text	1
3746		text	1
3747		text	1
3748		text	1
3749		text	1
3750		text	1
3751		text	1
3752		text	1
3753		text	1
3754		text	1
3755		text	1
3756		text	1
3757		text	1
3758		text	1
3759		text	1
3760		text	1
3761		text	1
3762		text	1
3763		text	1
3764		text	1
3765		text	1
3766		text	1
3767		text	1
3768		text	1
3769		text	1
3770		text	1
3771		text	1
3772		text	1
3773		text	1
3774		text	1
3775		text	1
3776		text	1
3777		text	1
3778		text	1
3779		text	1
3780		text	1
3781		text	1
3782		text	1
3783		text	1
3784		text	1
3785		text	1
3786		text	1
3787		text	1
3788		text	1
3789		text	1
3790		text	1
3791		text	1
3792		text	1
3793		text	1
3794		text	1
3795		text	1
3796		text	1
3797		text	1
3798		text	1
3799		text	1
3800		text	1
3801		text	1
3802		text	1
3803		text	1
3804		text	1
3805		text	1
3806		text	1
3807		text	1
3808		text	1
3809		text	1
3810		text	1
3811		text	1
3812		text	1
3813		text	1
3814		text	1
3815		text	1
3816		text	1
3817		text	1
3818		text	1
3819		text	1
3820		text	1
3821		text	1
3822		text	1
3823		text	1
3824		text	1
3825		text	1
3826		text	1
3827		text	1
3828		text	1
3829		text	1
3830		text	1
3831		text	1
3832		text	1
3833		text	1
3834		text	1
3835		text	1
3836		text	1
3837		text	1
3838		text	1
3839		text	1
3840		text	1
3841		text	1
3842		text	1
3843		text	1
3844		text	1
3845		text	1
3846		text	1
3847		text	1
3848		text	1
3849		text	1
3850		text	1
3851		text	1
3852		text	1
3853		text	1
3854		text	1
3855		text	1
3856		text	1
3857		text	1
3858		text	1
3859		text	1
3860		text	1
3861		text	1
3862		text	1
3863		text	1
3864		text	1
3865		text	1
3866		text	1
3867		text	1
3868		text	1
3869		text	1
3870		text	1
3871		text	1
3872		text	1
3873		text	1
3874		text	1
3875		text	1
3876		text	1
3877		text	1
3878		text	1
3879		text	1
3880		text	1
3881		text	1
3882		text	1
3883		text	1
3884		text	1
3885		text	1
3886		text	1
3887		text	1
3888		text	1
3889		text	1
3890		text	1
3891		text	1
3892		text	1
3893		text	1
3894		text	1
3895		text	1
3896		text	1
3897		text	1
3898		text	1
3899		text	1
3900		text	1
3901		text	1
3902		text	1
3903		text	1
3904		text	1
3905		text	1
3906		text	1
3907		text	1
3908		text	1
3909		text	1
3910		text	1
3911		text	1
3912		text	1
3913		text	1
3914		text	1
3915		text	1
3916		text	1
3917		text	1
3918		text	1
3919		text	1
3920		text	1
3921		text	1
3922		text	1
3923		text	1
3924		text	1
3925		text	1
3926		text	1
3927		text	1
3928		text	1
3929		text	1
3930		text	1
3931		text	1
3932		text	1
3933		text	1
3934		text	1
3935		text	1
3936		text	1
3937		text	1
3938		text	1
3939		text	1
3940		text	1
3941		text	1
3942		text	1
3943		text	1
3944		text	1
3945		text	1
3946		text	1
3947		text	1
3948		text	1
3949		text	1
3950		text	1
3951		text	1
3952		text	1
3953		text	1
3954		text	1
3955		text	1
3956		text	1
3957		text	1
3958		text	1
3959		text	1
3960		text	1
3961		text	1
3962		text	1
3963		text	1
3964		text	1
3965		text	1
3966		text	1
3967		text	1
3968		text	1
3969		text	1
3970		text	1
3971		text	1
3972		text	1
3973		text	1
3974		text	1
3975		text	1
3976		text	1
3977		text	1
3978		text	1
3979		text	1
3980		text	1
3981		text	1
3982		text	1
3983		text	1
3984		text	1
3985		text	1
3986		text	1
3987		text	1
3988		text	1
3989		text	1
3990		text	1
3991		text	1
3992		text	1
3993		text	1
3994		text	1
3995		text	1
3996		text	1
3997		text	1
3998		text	1
3999		text	1
4000		text	1
4001		text	1
4002		text	1
4003		text	1
4004		text	1
4005		text	1
4006		text	1
4007		text	1
4008		text	1
4009		text	1
4010		text	1
4011		text	1
4012		text	1
4013		text	1
4014		text	1
4015		text	1
4016		text	1
4017		text	1
4018		text	1
4019		text	1
4020		text	1
4021		text	1
4022		text	1
4023		text	1
4024		text	1
4025		text	1
4026		text	1
4027		text	1
4028		text	1
4029		text	1
4030		text	1
4031		text	1
4032		text	1
4033		text	1
4034		text	1
4035		text	1
4036		text	1
4037		text	1
4038		text	1
4039		text	1
4040		text	1
4041		text	1
4042		text	1
4043		text	1
4044		text	1
4045		text	1
4046		text	1
4047		text	1
4048		text	1
4049		text	1
4050		text	1
4051		text	1
4052		text	1
4053		text	1
4054		text	1
4055		text	1
4056		text	1
4057		text	1
4058		text	1
4059		text	1
4060		text	1
4061		text	1
4062		text	1
4063		text	1
4064		text	1
4065		text	1
4066		text	1
4067		text	1
4068		text	1
4069		text	1
4070		text	1
4071		text	1
4072		text	1
4073		text	1
4074		text	1
4075		text	1
4076		text	1
4077		text	1
4078		text	1
4079		text	1
4080		text	1
4081		text	1
4082		text	1
4083		text	1
4084		text	1
4085		text	1
4086		text	1
4087		text	1
4088		text	1
4089		text	1
4090		text	1
4091		text	1
4092		text	1
4093		text	1
4094		text	1
4095		text	1
4096		text	1
4097		text	1
4098		text	1
4099		text	1
4100		text	1
4101		text	1
4102		text	1
4103		text	1
4104		text	1
4105		text	1
4106		text	1
4107		text	1
4108		text	1
4109		text	1
4110		text	1
4111		text	1
4112		text	1
4113		text	1
4114		text	1
4115		text	1
4116		text	1
4117		text	1
4118		text	1
4119		text	1
4120		text	1
4121		text	1
4122		text	1
4123		text	1
4124		text	1
4125		text	1
4126		text	1
4127		text	1
4128		text	1
4129		text	1
4130		text	1
4131		text	1
4132		text	1
4133		text	1
4134		text	1
4135		text	1
4136		text	1
4137		text	1
